gbifID,institutionCode,collectionCode,occurrenceID,catalogNumber,recordNumber,recordedBy,fieldNumber,eventDate,year,month,day,eventRemarks,countryCode,stateProvince,locality,decimalLongitude,decimalLatitude,elevation,habitat,eventRemarks,references,basisOfRecord,taxonID,scientificNameID,family,genus,species,scientificName,taxonomicStatus,acceptedScientificName,datasetKey,mediaType,occurrenceRemarks,dynamicProperties,fieldNotes,reproductiveCondition,hasGeospatialIssues,hasCoordinate,coordinateUncertaintyInMeters,issue,image_url,acceptedScientificName_corr,Country_name,Binned_latitude
3800655419,GB,GB,GB-0210357,GB-0210357,3613,"Persson, C. Couvreur, T., Perez, A., Santillan, W.  & Zapata, N.",,2021-08-07T00:00:00,2021.0,8.0,7.0,,EC,Zamora-Chinchipe,,-78.827778,-4.603333,0.0,,,,PRESERVED_SPECIMEN,,,Staphyleaceae,Staphylea,Staphylea occidentalis,Turpinia occidentalis (Sw.) G.Don,SYNONYM,Staphylea occidentalis subsp. occidentalis,f8f35535-8c10-43fc-89dc-eb0843f25394,,"""""""""""""",,,,False,True,100.0,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_INVALID;RECORDED_DATE_INVALID;OCCURRENCE_STATUS_INFERRED_FROM_BASIS_OF_RECORD;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY,,Turpinia occidentalis (Sw.) G. Don,Ecuador,"(-10, 0]"
3762896363,ASU,Plants,42e07fb3-7aa3-40d0-8d03-f44f6816cbcd,,,,,2008-12-10T00:00:00,2008.0,12.0,10.0,,PR,,La Condesa,-65.8166,18.32295,389.0,"Tropical Wet Forest, soil order: Ultisol",,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=29220525,PRESERVED_SPECIMEN,51557,,Staphyleaceae,Staphylea,Staphylea occidentalis,Turpinia occidentalis (Sw.) G.Don,SYNONYM,Staphylea occidentalis subsp. occidentalis,e05fd4c2-4d77-4c50-880e-1b22096af300,StillImage,Tree,,,,False,True,,GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH,https://swbiodiversity.org/imglib/seinet/swnode/ASU_Plants/CSP09/CSP09050_lg.jpg,Turpinia occidentalis (Sw.) G. Don,Puerto Rico,"(10, 20]"
3762894823,ASU,Plants,bfa82b3f-847a-4cfc-b353-ce87bf8cddbd,,,,tree#_371;13H,2013-07-03T00:00:00,2013.0,7.0,3.0,,PE,,San Pedro; SPD-02,-71.53656,-13.04911,1494.0,"Tropical Lower Montane Rain Forest, soil order: Inceptisol",,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=29229871,PRESERVED_SPECIMEN,51557,,Staphyleaceae,Staphylea,Staphylea occidentalis,Turpinia occidentalis (Sw.) G.Don,SYNONYM,Staphylea occidentalis subsp. occidentalis,e05fd4c2-4d77-4c50-880e-1b22096af300,,"Tree, shade",,,,False,True,,GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH,,Turpinia occidentalis (Sw.) G. Don,Peru,"(-20, -10]"
3762894312,ASU,Plants,22b70d9a-df23-4d93-811f-be15d607d004,,,,,2008-07-17T00:00:00,2008.0,7.0,17.0,,PE,,Chuncho,-69.47162,-12.97667,220.0,"Tropical Moist Forest, soil order: Inceptisol",,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=29219458,PRESERVED_SPECIMEN,51557,,Staphyleaceae,Staphylea,Staphylea occidentalis,Turpinia occidentalis (Sw.) G.Don,SYNONYM,Staphylea occidentalis subsp. occidentalis,e05fd4c2-4d77-4c50-880e-1b22096af300,StillImage,Tree,,,,False,True,,GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH,https://swbiodiversity.org/imglib/seinet/swnode/ASU_Plants/CSP01/CSP01233_lg.jpg,Turpinia occidentalis (Sw.) G. Don,Peru,"(-20, -10]"
3762889824,ASU,Plants,928d4bd3-6f42-45ee-a8cd-4fcde005e280,,,,tree#_1;12H;13H,2013-06-23T00:00:00,2013.0,6.0,23.0,,PE,,San Pedro; SPD-02,-71.53656,-13.04911,1494.0,"Tropical Lower Montane Rain Forest, soil order: Inceptisol",,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=29229773,PRESERVED_SPECIMEN,51557,,Staphyleaceae,Staphylea,Staphylea occidentalis,Turpinia occidentalis (Sw.) G.Don,SYNONYM,Staphylea occidentalis subsp. occidentalis,e05fd4c2-4d77-4c50-880e-1b22096af300,,"Tree, shade",,,,False,True,,GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH,,Turpinia occidentalis (Sw.) G. Don,Peru,"(-20, -10]"
3762888815,ASU,Plants,18e7afe1-472e-4e51-878f-8176bb7d08ca,,,,tree#_1;3S;4S,2013-06-23T00:00:00,2013.0,6.0,23.0,,PE,,San Pedro; SPD-02,-71.53656,-13.04911,1494.0,"Tropical Lower Montane Rain Forest, soil order: Inceptisol",,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=29229774,PRESERVED_SPECIMEN,51557,,Staphyleaceae,Staphylea,Staphylea occidentalis,Turpinia occidentalis (Sw.) G.Don,SYNONYM,Staphylea occidentalis subsp. occidentalis,e05fd4c2-4d77-4c50-880e-1b22096af300,,Tree,,,,False,True,,GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH,,Turpinia occidentalis (Sw.) G. Don,Peru,"(-20, -10]"
3762888387,ASU,Plants,50e53506-aae6-4dc5-b21d-c37eefa8fb06,,,,,2009-02-05T00:00:00,2009.0,2.0,5.0,,PA,,Barro Colorado Island,-79.85142,9.15478,189.0,"Tropical Moist Forest, soil order: Inceptisol",,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=29220836,PRESERVED_SPECIMEN,51557,,Staphyleaceae,Staphylea,Staphylea occidentalis,Turpinia occidentalis (Sw.) G.Don,SYNONYM,Staphylea occidentalis subsp. occidentalis,e05fd4c2-4d77-4c50-880e-1b22096af300,StillImage,Tree,,,,False,True,,GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH,https://swbiodiversity.org/imglib/seinet/swnode/ASU_Plants/CSP10/CSP10255_lg.jpg,Turpinia occidentalis (Sw.) G. Don,Panama,"(0, 10]"
3762887822,ASU,Plants,96464adb-c429-4746-9929-a770dfd530ee,,,,tree#_371;3S;4S,2013-07-03T00:00:00,2013.0,7.0,3.0,,PE,,San Pedro; SPD-02,-71.53656,-13.04911,1494.0,"Tropical Lower Montane Rain Forest, soil order: Inceptisol",,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=29229870,PRESERVED_SPECIMEN,51557,,Staphyleaceae,Staphylea,Staphylea occidentalis,Turpinia occidentalis (Sw.) G.Don,SYNONYM,Staphylea occidentalis subsp. occidentalis,e05fd4c2-4d77-4c50-880e-1b22096af300,,"Morales, Juan Francisco - 2594; in website: http://www.tropicos.org/; Tree",,,,False,True,,GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH,,Turpinia occidentalis (Sw.) G. Don,Peru,"(-20, -10]"
3762881633,ASU,Plants,b0e540c1-bd3d-4564-b085-622c1e3435a7,,,,,2010-05-14T00:00:00,2010.0,5.0,14.0,,PE,,Inkaterra 1; INK1,-69.04777,-12.53273,180.0,"Tropical Moist Forest, soil order: Inceptisol",,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=29226050,PRESERVED_SPECIMEN,51557,,Staphyleaceae,Staphylea,Staphylea occidentalis,Turpinia occidentalis (Sw.) G.Don,SYNONYM,Staphylea occidentalis subsp. occidentalis,e05fd4c2-4d77-4c50-880e-1b22096af300,StillImage,Tree,,,,False,True,,GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH,https://swbiodiversity.org/imglib/seinet/swnode/ASU_Plants/CSP19/CSP19365_lg.jpg,Turpinia occidentalis (Sw.) G. Don,Peru,"(-20, -10]"
3762881423,ASU,Plants,2af47182-ba9c-43fb-98ff-27b6f1b97e76,,,,,2009-02-16T00:00:00,2009.0,2.0,16.0,,CR,,"Selvatura, Monteverde",-84.79936,10.34155,1607.0,"Tropical Lower Montane Wet Forest, soil order: Andisol",,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=29221776,PRESERVED_SPECIMEN,334350,,Elaeocarpaceae,Sloanea,Sloanea ampla,Sloanea ampla I.M.Johnst.,ACCEPTED,Sloanea ampla I.M.Johnst.,e05fd4c2-4d77-4c50-880e-1b22096af300,StillImage,Tree,,,,False,True,,GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH,https://swbiodiversity.org/imglib/seinet/swnode/ASU_Plants/CSP11/CSP11332_lg.jpg,Sloanea medusula K. Schum. & Pittier,Costa Rica,"(10, 20]"
